n,algorithm,comparisons,swaps
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,dual_pivot_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,dual_pivot_quick_sort,12704,9916
1800,select_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,select_dual_pivot_quick_sort,16747,12357
1800,dual_pivot_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,select_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,select_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,dual_pivot_quick_sort,12704,9916
1800,select_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,select_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,select_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,select_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,select_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,select_dual_pivot_quick_sort,16747,12357
1800,select_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,select_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,dual_pivot_quick_sort,12704,9916
1800,select_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,select_dual_pivot_quick_sort,16747,12357
1800,select_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,dual_pivot_quick_sort,12704,9916
1800,select_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,select_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,select_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,select_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,select_dual_pivot_quick_sort,16747,12357
1800,select_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,select_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,select_dual_pivot_quick_sort,16747,12357
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,dual_pivot_quick_sort,12704,9916
1800,select_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,select_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,select_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,dual_pivot_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,dual_pivot_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,dual_pivot_quick_sort,12704,9916
1800,select_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,select_dual_pivot_quick_sort,16747,12357
1800,dual_pivot_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,select_quick_sort,12704,9916
1800,quick_sort,21792,11933
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1800,quick_sort,21792,11933
1800,select_quick_sort,12704,9916
1800,dual_pivot_quick_sort,12704,9916
1800,select_dual_pivot_quick_sort,16747,12357
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,dual_pivot_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_dual_pivot_quick_sort,20494,15753
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_dual_pivot_quick_sort,20494,15753
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_dual_pivot_quick_sort,20494,15753
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,dual_pivot_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,dual_pivot_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,dual_pivot_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,dual_pivot_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,dual_pivot_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,dual_pivot_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_dual_pivot_quick_sort,20494,15753
1900,dual_pivot_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,dual_pivot_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_dual_pivot_quick_sort,20494,15753
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,quick_sort,23690,14930
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
1900,quick_sort,23690,14930
1900,select_quick_sort,13468,10822
1900,dual_pivot_quick_sort,13468,10822
1900,select_dual_pivot_quick_sort,20494,15753
2000,select_quick_sort,16096,11900
2000,quick_sort,24883,14828
2000,dual_pivot_quick_sort,16096,11900
2000,select_dual_pivot_quick_sort,19983,14392
2000,quick_sort,24883,14828
2000,dual_pivot_quick_sort,16096,11900
2000,select_quick_sort,16096,11900
2000,select_dual_pivot_quick_sort,19983,14392
2000,quick_sort,24883,14828
2000,select_quick_sort,16096,11900
2000,dual_pivot_quick_sort,16096,11900
2000,select_dual_pivot_quick_sort,19983,14392
2000,quick_sort,24883,14828
2000,dual_pivot_quick_sort,16096,11900
2000,select_quick_sort,16096,11900
2000,select_dual_pivot_quick_sort,19983,14392
2000,dual_pivot_quick_sort,16096,11900
2000,quick_sort,24883,14828
