n,algorithm,comparisons,swaps
100,quick_sort,628,384
100,select_dual_pivot_quick_sort,402,350
100,dual_pivot_quick_sort,426,311
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,quick_sort,628,384
100,select_dual_pivot_quick_sort,402,350
100,select_quick_sort,426,311
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,quick_sort,628,384
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,select_quick_sort,426,311
100,quick_sort,628,384
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,dual_pivot_quick_sort,426,311
100,select_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,dual_pivot_quick_sort,426,311
100,select_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,select_quick_sort,426,311
100,quick_sort,628,384
100,select_dual_pivot_quick_sort,402,350
100,dual_pivot_quick_sort,426,311
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,select_quick_sort,426,311
100,quick_sort,628,384
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,select_quick_sort,426,311
100,quick_sort,628,384
100,select_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,dual_pivot_quick_sort,426,311
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,select_quick_sort,426,311
100,quick_sort,628,384
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,select_quick_sort,426,311
100,quick_sort,628,384
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
100,dual_pivot_quick_sort,426,311
100,select_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,select_quick_sort,426,311
100,dual_pivot_quick_sort,426,311
100,select_dual_pivot_quick_sort,402,350
100,quick_sort,628,384
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,quick_sort,1676,1040
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,dual_pivot_quick_sort,1079,840
200,select_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,select_quick_sort,1079,840
200,quick_sort,1676,1040
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,dual_pivot_quick_sort,1079,840
200,select_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,dual_pivot_quick_sort,1079,840
200,select_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,dual_pivot_quick_sort,1079,840
200,select_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,select_quick_sort,1079,840
200,quick_sort,1676,1040
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,quick_sort,1676,1040
200,select_quick_sort,1079,840
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
200,select_quick_sort,1079,840
200,quick_sort,1676,1040
200,dual_pivot_quick_sort,1079,840
200,select_dual_pivot_quick_sort,1335,1187
300,quick_sort,2273,1302
300,select_quick_sort,1648,1229
300,dual_pivot_quick_sort,1648,1229
300,select_dual_pivot_quick_sort,1960,1878
300,select_quick_sort,1648,1229
300,quick_sort,2273,1302
300,dual_pivot_quick_sort,1648,1229
300,select_dual_pivot_quick_sort,1960,1878
300,quick_sort,2273,1302
300,select_quick_sort,1648,1229
