n,B,U,L,C,D,D-C
41000,347,15109,8,437195,648088,210893
41000,425,15075,7,396777,571357,174580
41000,686,15055,8,443913,469390,25477
41000,174,15037,7,484653,641166,156513
41000,52,15139,7,457474,482318,24844
41000,221,15155,7,480377,695669,215292
41000,218,15040,7,427741,517359,89618
41000,240,15091,7,445034,585056,140022
41000,60,15233,9,481436,552363,70927
41000,496,15194,7,444621,509001,64380
42000,426,15484,7,461101,663447,202346
42000,231,15559,8,416970,543105,126135
42000,195,15307,7,466098,579823,113725
42000,144,15416,7,452405,560132,107727
42000,326,15531,7,493425,551192,57767
42000,359,15505,7,473487,660294,186807
42000,341,15372,8,580265,590987,10722
42000,403,15455,7,472250,498080,25830
42000,241,15476,8,461859,621688,159829
42000,244,15551,7,441466,581004,139538
42000,517,15391,7,506463,629667,123204
42000,574,15447,8,410108,501982,91874
42000,566,15427,7,459841,633797,173956
42000,238,15537,7,472654,556355,83701
42000,410,15360,9,426397,595041,168644
42000,198,15571,7,519103,582066,62963
42000,32,15511,7,383155,598930,215775
42000,402,15382,8,444209,621346,177137
42000,425,15423,7,444892,599376,154484
42000,417,15426,8,501209,538117,36908
42000,68,15361,7,446445,563318,116873
42000,239,15469,7,389186,512906,123720
42000,257,15520,7,558936,659526,100590
42000,659,15508,7,416731,565273,148542
42000,196,15525,8,433946,490783,56837
42000,440,15347,6,447105,578273,131168
42000,212,15490,8,417678,544529,126851
42000,188,15260,8,397192,524776,127584
42000,187,15383,7,471323,556297,84974
42000,341,15393,7,396286,532566,136280
42000,34,15417,7,429904,564121,134217
42000,113,15455,8,487893,553526,65633
42000,175,15515,7,445149,543859,98710
42000,351,15440,7,440872,584162,143290
42000,531,15385,7,481343,613886,132543
42000,172,15469,7,476951,569312,92361
42000,347,15436,7,568184,619305,51121
42000,247,15601,7,504878,550793,45915
42000,134,15442,8,495030,669611,174581
42000,201,15417,7,516337,703018,186681
42000,63,15345,6,503484,579771,76287
42000,483,15554,7,480730,549926,69196
42000,150,15385,7,462403,554611,92208
42000,144,15494,8,496264,528693,32429
42000,431,15499,7,420164,552628,132464
42000,349,15401,7,485030,680620,195590
42000,155,15362,7,496483,572342,75859
42000,201,15617,8,451284,591785,140501
42000,85,15332,10,491838,687523,195685
42000,124,15481,7,510559,532226,21667
43000,296,15767,7,409599,598431,188832
43000,375,15942,9,505699,681021,175322
43000,133,15775,7,582091,617382,35291
43000,368,15902,7,543354,577212,33858
43000,605,15719,7,458716,552195,93479
43000,280,15708,7,467933,614644,146711
43000,178,15833,7,518319,618446,100127
43000,467,15811,7,434047,585973,151926
43000,79,15825,8,496863,649619,152756
43000,137,15789,7,469191,540940,71749
43000,339,15832,8,445159,568634,123475
43000,372,15756,7,441710,622644,180934
43000,237,15757,8,467395,517137,49742
43000,213,15787,7,479210,664348,185138
43000,715,15718,7,632300,685530,53230
43000,117,15766,8,410980,532563,121583
43000,291,15775,7,479833,539143,59310
43000,255,15869,7,453108,596200,143092
43000,156,15838,7,428892,533125,104233
43000,529,15733,7,432493,524306,91813
43000,219,15828,7,429921,514276,84355
43000,318,15759,8,471514,664024,192510
43000,99,15806,7,450859,572328,121469
43000,138,15793,9,411111,615869,204758
43000,274,15859,7,430712,533006,102294
43000,234,15816,7,569036,603071,34035
43000,104,15817,8,446548,531692,85144
43000,241,15865,7,481722,630677,148955
43000,205,15746,9,424847,686544,261697
43000,284,15772,7,460711,618723,158012
43000,96,15775,7,465752,576140,110388
43000,220,15726,8,399361,600058,200697
43000,139,15786,8,457794,684666,226872
43000,249,15735,7,444565,518761,74196
43000,343,15874,8,518981,670446,151465
43000,272,15755,7,429529,509606,80077
43000,181,15738,8,403475,516230,112755
43000,291,15785,7,487863,608073,120210
43000,159,15817,7,477477,751332,273855
43000,433,15833,6,446546,605480,158934
43000,139,15797,7,555534,567617,12083
43000,176,15826,8,469695,702048,232353
43000,424,15873,7,407077,524018,116941
43000,456,15814,8,535145,638650,103505
43000,474,15727,7,530223,569903,39680
43000,130,15832,8,461829,601879,140050
43000,247,15945,7,489497,651978,162481
43000,229,15783,7,459729,504343,44614
43000,308,15797,8,408254,599422,191168
43000,195,15836,7,436676,616660,179984
44000,263,16189,8,473609,599888,126279
44000,135,16242,7,512160,619130,106970
44000,121,16142,7,615153,620294,5141
44000,284,16169,9,482991,618785,135794
44000,221,16200,7,487676,554594,66918
44000,230,16141,7,487557,562820,75263
44000,331,16157,7,426907,612978,186071
44000,310,16092,8,504636,703567,198931
44000,683,16172,7,568283,569335,1052
44000,258,16153,7,423961,607954,183993
44000,456,16040,7,440924,614389,173465
44000,324,16159,7,493058,570032,76974
44000,93,16266,8,500007,747165,247158
44000,159,16172,7,596718,601469,4751
44000,286,16192,7,459842,582987,123145
44000,267,16232,7,467727,557629,89902
44000,74,16044,7,628004,629715,1711
44000,130,16130,6,481141,555922,74781
44000,308,16161,9,499620,671956,172336
44000,288,16091,7,526656,595868,69212
44000,256,16328,7,457216,581564,124348
44000,64,16139,7,492603,680413,187810
44000,259,16130,6,537508,554186,16678
44000,282,16338,7,545261,607527,62266
44000,550,16137,7,524431,557437,33006
44000,269,16137,7,505047,596218,91171
44000,233,16192,8,431352,603265,171913
44000,141,16303,8,402922,582738,179816
44000,328,16246,7,476359,543975,67616
44000,130,16251,8,490256,622625,132369
44000,123,16126,7,546862,599259,52397
44000,228,16211,7,405657,640201,234544
44000,153,16125,7,455470,555003,99533
44000,181,16179,8,513899,521028,7129
44000,265,16245,9,528593,607526,78933
44000,119,16169,7,451598,635175,183577
44000,443,16151,6,533050,561009,27959
44000,163,16221,8,473841,559464,85623
44000,164,16216,8,464156,584661,120505
44000,263,16119,7,469982,574308,104326
44000,476,16309,7,557287,594619,37332
44000,68,16143,8,466878,603863,136985
44000,54,16326,9,502229,534411,32182
44000,250,16099,7,438844,698197,259353
44000,317,16171,7,489031,551310,62279
44000,390,16118,7,464363,585021,120658
44000,175,16182,8,493583,548541,54958
44000,229,16198,7,443696,665180,221484
44000,259,16145,7,643660,685585,41925
44000,184,16210,7,465094,622583,157489
45000,181,16596,7,480062,775907,295845
45000,175,16578,8,563634,649936,86302
45000,388,16510,8,516625,657798,141173
45000,254,16586,7,479236,580695,101459
45000,97,16506,8,419487,655587,236100
45000,273,16526,8,477670,612268,134598
45000,90,16402,8,501169,558348,57179
45000,151,16635,9,443795,605141,161346
45000,227,16453,10,461531,543842,82311
45000,84,16516,7,429292,514936,85644
45000,181,16514,8,425434,615163,189729
45000,375,16578,7,485144,621408,136264
45000,250,16474,7,450365,530756,80391
45000,563,16609,9,575611,628925,53314
45000,441,16516,8,425806,523430,97624
45000,336,16535,7,481615,603865,122250
45000,317,16605,7,477943,603762,125819
45000,488,16448,8,611796,696364,84568
45000,319,16582,7,520398,632362,111964
45000,133,16608,6,406827,591057,184230
45000,49,16549,8,489379,559686,70307
45000,293,16521,8,474249,596689,122440
45000,286,16480,7,426528,637994,211466
45000,187,16468,7,548427,649449,101022
45000,71,16522,8,554063,599665,45602
45000,142,16637,7,445808,745889,300081
45000,607,16432,7,507247,643626,136379
45000,396,16606,7,455342,599515,144173
45000,354,16614,7,574138,744820,170682
45000,460,16525,6,484180,642034,157854
45000,197,16474,8,508674,561775,53101
45000,76,16476,7,414166,681311,267145
45000,139,16591,8,419560,623279,203719
45000,156,16608,7,464757,563975,99218
45000,50,16531,7,434992,630991,195999
45000,127,16626,8,450223,599780,149557
45000,324,16535,7,558829,642063,83234
45000,303,16599,7,423829,574088,150259
45000,184,16648,9,497707,634430,136723
45000,340,16508,8,686365,694639,8274
45000,566,16650,7,520482,565567,45085
45000,495,16619,8,481203,595499,114296
45000,107,16643,8,544158,680431,136273
45000,202,16612,7,439099,612878,173779
45000,131,16597,8,500698,519145,18447
45000,316,16548,7,518872,679468,160596
45000,259,16567,8,496721,635285,138564
45000,635,16520,8,471821,532173,60352
45000,414,16509,7,503085,554250,51165
45000,273,16730,7,473840,587944,114104
46000,296,16876,7,631721,644717,12996
46000,17,16996,8,526485,552023,25538
46000,425,16856,7,464793,546219,81426
46000,373,16878,7,410641,674807,264166
46000,202,16977,8,496487,634594,138107
46000,204,16921,8,507294,652695,145401
46000,300,16715,7,429464,603633,174169
46000,42,16838,7,527730,700536,172806
46000,155,16890,7,500404,606099,105695
46000,404,16845,8,503289,613744,110455
46000,439,16915,9,444952,693415,248463
46000,547,16963,7,720200,744113,23913
46000,248,16996,8,619662,666701,47039
46000,168,16988,8,552176,724176,172000
46000,239,16942,7,763000,819457,56457
46000,242,17043,8,480776,661990,181214
46000,67,17012,8,507188,715125,207937
46000,290,16917,7,570979,808601,237622
46000,438,16856,7,485192,642145,156953
46000,475,17007,7,461041,752845,291804
46000,328,16988,6,580646,660747,80101
46000,116,16763,7,503525,538999,35474
46000,326,16858,9,468284,600866,132582
46000,176,16913,7,646763,843567,196804
46000,67,16908,7,518242,731584,213342
46000,57,16966,8,612229,683074,70845
46000,341,16906,7,616669,659902,43233
46000,284,17018,7,648613,730666,82053
46000,286,17012,7,479580,590416,110836
46000,422,16839,8,660442,715737,55295
46000,337,16906,7,576023,606482,30459
46000,333,16918,6,499667,610817,111150
46000,64,16974,8,524620,563298,38678
46000,220,16891,8,468472,596013,127541
46000,329,16931,7,488847,585578,96731
46000,16,16881,7,479093,567387,88294
46000,245,16883,7,432796,609572,176776
46000,87,17024,8,528844,672630,143786
46000,123,17088,8,478461,595904,117443
46000,135,16970,7,468994,573955,104961
46000,258,16756,8,504619,674314,169695
46000,257,16957,7,480066,653411,173345
46000,330,16895,7,499407,613125,113718
46000,479,16906,8,536857,764042,227185
46000,207,17065,7,568986,631013,62027
46000,116,16898,7,489984,623597,133613
46000,18,16934,6,460405,573759,113354
46000,169,16942,7,621433,807119,185686
46000,248,17029,7,601598,626227,24629
46000,241,17027,8,513737,622812,109075
47000,372,17245,7,491758,671207,179449
47000,236,17307,7,498904,568362,69458
47000,556,17295,7,479543,633902,154359
47000,82,17278,7,500343,684803,184460
47000,198,17296,8,570710,692018,121308
47000,118,17238,7,492391,641912,149521
47000,283,17212,7,526945,604167,77222
47000,116,17187,8,509796,640195,130399
47000,193,17333,7,557721,604400,46679
47000,393,17353,7,462467,590705,128238
47000,304,17369,8,499672,664867,165195
47000,371,17351,9,539254,616759,77505
47000,361,17194,7,536294,573459,37165
47000,421,17254,7,487522,657675,170153
47000,146,17298,8,452827,657178,204351
47000,192,17167,7,598580,657742,59162
47000,362,17196,7,522353,713557,191204
47000,631,17424,7,555344,606164,50820
47000,321,17385,8,545158,632763,87605
47000,546,17393,8,477796,660585,182789
47000,174,17278,7,578649,593917,15268
47000,272,17392,8,610540,757505,146965
47000,182,17201,7,507655,568151,60496
47000,230,17384,8,639910,660688,20778
47000,283,17329,7,587349,635441,48092
47000,330,17270,7,471297,642488,171191
47000,187,17263,7,523744,711830,188086
47000,441,17126,7,457798,562043,104245
47000,115,17402,8,517007,580408,63401
47000,278,17271,8,523075,621625,98550
47000,213,17135,7,520020,698252,178232
47000,266,17242,8,504910,705362,200452
47000,201,17090,7,544798,608548,63750
47000,372,17280,7,481420,605583,124163
47000,275,17300,7,569866,593492,23626
47000,255,17266,7,488261,620062,131801
47000,399,17147,7,537241,677754,140513
47000,160,17422,8,519520,640539,121019
47000,352,17417,7,713099,764205,51106
47000,92,17218,8,480481,591498,111017
47000,218,17337,8,482458,604750,122292
47000,761,17361,8,535984,644498,108514
47000,373,17293,8,483501,668907,185406
47000,179,17304,8,627719,654322,26603
47000,464,17180,7,566060,675709,109649
47000,5,17194,8,550239,638538,88299
47000,257,17293,7,581934,614629,32695
47000,33,17274,7,464465,662708,198243
47000,131,17159,8,520637,607059,86422
47000,326,17353,8,506439,678913,172474
48000,229,17522,7,545020,753669,208649
48000,187,17693,8,483479,657801,174322
48000,291,17730,7,544493,735267,190774
48000,369,17569,8,525406,568458,43052
48000,316,17706,8,491904,654561,162657
48000,197,17590,8,512762,566699,53937
48000,150,17727,7,544065,583046,38981
48000,427,17585,7,541740,738788,197048
48000,160,17751,8,482080,595497,113417
48000,92,17527,7,511393,665765,154372
48000,258,17646,7,557355,621225,63870
48000,293,17535,7,529912,694914,165002
48000,414,17706,7,699294,811752,112458
48000,314,17696,7,520669,649970,129301
48000,330,17605,8,557140,663121,105981
48000,126,17710,7,593266,615689,22423
48000,440,17524,8,495519,672513,176994
48000,455,17569,6,555006,574192,19186
48000,270,17629,8,631632,647701,16069
48000,260,17640,7,625423,717431,92008
48000,380,17716,7,456430,689791,233361
48000,303,17507,7,503198,739688,236490
48000,314,17638,7,524230,641289,117059
48000,486,17722,7,523672,617498,93826
48000,542,17676,7,565374,585393,20019
48000,132,17573,7,521797,640267,118470
48000,134,17666,7,550208,707026,156818
48000,412,17775,7,499069,603012,103943
48000,404,17754,8,532123,882512,350389
48000,252,17662,7,606357,697816,91459
48000,80,17696,8,513206,622723,109517
48000,338,17665,7,546081,735206,189125
48000,251,17680,8,583953,807098,223145
48000,269,17594,7,475813,725348,249535
48000,158,17695,8,507388,729385,221997
48000,616,17561,7,605200,689853,84653
48000,165,17612,7,599520,649339,49819
48000,357,17658,7,476627,816621,339994
48000,782,17498,8,492080,600223,108143
48000,165,17643,9,587812,695494,107682
48000,179,17736,7,665197,790196,124999
48000,409,17719,7,536228,644297,108069
48000,298,17534,8,491326,625053,133727
48000,179,17557,7,546083,634867,88784
48000,123,17598,7,581579,584083,2504
48000,132,17626,7,557649,652355,94706
48000,139,17695,8,556343,594447,38104
48000,553,17802,7,466429,681026,214597
48000,291,17515,7,499719,790885,291166
48000,214,17740,7,449824,763089,313265
49000,289,17975,7,586280,651328,65048
49000,309,17952,7,493169,571549,78380
49000,466,18036,7,520508,592497,71989
49000,304,18035,7,528513,609845,81332
49000,354,17982,7,543728,660607,116879
49000,81,18047,7,865020,865764,744
49000,343,18044,8,534026,638425,104399
49000,139,18092,8,584812,726247,141435
49000,188,18030,10,611621,643169,31548
49000,186,18053,9,585923,615907,29984
49000,336,17913,7,661958,672542,10584
49000,123,18053,7,578107,647650,69543
49000,210,18054,7,612646,657637,44991
49000,86,17952,7,623585,630736,7151
49000,231,18069,7,551761,655713,103952
49000,9,18085,7,651670,782473,130803
49000,569,18015,7,599268,661916,62648
49000,371,18136,8,530604,720785,190181
49000,69,18009,8,563626,689497,125871
49000,357,18113,8,527568,714563,186995
49000,407,18000,7,537639,805352,267713
49000,257,18062,7,508961,721933,212972
49000,577,18080,8,580872,812572,231700
49000,592,18092,8,699925,749913,49988
49000,97,17898,7,526517,667227,140710
49000,186,18173,7,567579,614223,46644
49000,178,17936,7,592326,634706,42380
49000,556,18044,7,502374,698113,195739
49000,278,17982,8,658659,695416,36757
49000,196,18070,7,534869,734441,199572
49000,122,18065,8,587933,641997,54064
49000,198,18039,7,548196,755637,207441
49000,231,17929,7,575805,772522,196717
49000,404,17989,8,784096,793027,8931
49000,361,18182,8,508017,673783,165766
49000,60,17964,7,549423,676563,127140
49000,138,18029,7,622853,688434,65581
49000,81,17963,7,506526,641394,134868
49000,139,18131,8,528167,595435,67268
49000,25,18065,10,549684,732789,183105
49000,62,17987,8,607015,612239,5224
49000,808,17980,7,565227,619020,53793
49000,381,17971,7,542807,561648,18841
49000,460,18051,7,532320,844062,311742
49000,278,17988,7,513273,608616,95343
49000,510,17802,7,460018,679266,219248
49000,207,18100,8,668483,690551,22068
49000,166,18035,9,531007,644186,113179
49000,186,17992,7,500836,599858,99022
49000,121,18037,7,670136,754788,84652
50000,217,18389,7,471120,720488,249368
50000,368,18320,7,775814,822949,47135
50000,464,18336,7,560047,738834,178787
50000,260,18374,9,517967,658000,140033
50000,381,18477,7,561262,671018,109756
50000,294,18338,8,623800,670858,47058
50000,125,18515,7,541081,649547,108466
50000,345,18419,7,587148,639714,52566
50000,201,18370,7,559826,732519,172693
50000,326,18320,8,733417,744836,11419
50000,172,18508,8,499488,616525,117037
50000,318,18445,7,762258,769555,7297
50000,205,18455,8,473948,650081,176133
50000,262,18380,7,493704,622541,128837
50000,171,18393,8,532299,675653,143354
50000,100,18586,7,527869,850600,322731
50000,259,18268,7,613990,659003,45013
50000,213,18357,8,628288,770339,142051
50000,400,18487,7,568579,712404,143825
50000,300,18401,8,597010,725454,128444
50000,268,18430,7,518053,649011,130958
50000,225,18405,7,512541,663805,151264
50000,294,18457,8,543581,632992,89411
50000,443,18300,7,665148,721536,56388
50000,274,18438,8,609066,646591,37525
50000,128,18428,7,512493,666546,154053
50000,252,18353,8,455187,744464,289277
50000,492,18529,8,543363,681949,138586
50000,479,18408,7,586150,681997,95847
50000,186,18441,8,555170,710393,155223
