n,c,error_inverse,error_gauss
10,1000.0,1.0277571464557835e-14,1.4758200972053517e-14
10,1000.0,9.65325991696051e-15,9.17973861337597e-15
10,1000.0,2.6782666430313952e-14,2.7270205458201177e-14
10,1000.0,1.485244395322671e-14,2.5049249377844646e-14
10,1000.0,8.975931724693178e-15,8.874009232792554e-15
10,1000.0,1.3834644091166493e-14,1.2547386786079539e-14
10,1000.0,2.8372834941825422e-14,3.024238144934601e-14
10,1000.0,2.5328759573884492e-14,2.4488711491821507e-14
10,1000.0,3.258840274781486e-15,8.937122951690182e-16
10,1000.0,3.6957188357607236e-14,3.749609591799476e-14
10,1000.0,1.0654092579394884e-14,8.752825397765496e-15
10,1000.0,4.5573269051355034e-15,7.065416064076988e-16
10,1000.0,4.542969671134149e-15,6.636125378107543e-15
10,1000.0,4.901103402702274e-15,4.9098977815722755e-15
10,1000.0,5.416477647257043e-15,8.484312441289354e-15
10,1000.0,9.290450817245542e-15,1.5498093086166967e-14
10,1000.0,2.2078788431339048e-14,1.9933126107994028e-14
10,1000.0,1.1423973739793922e-14,1.5659419286421558e-14
10,1000.0,6.4637485790188215e-15,2.1297770317619676e-15
10,1000.0,1.7450572945558833e-14,2.139402937223882e-14
10,1000.0,3.382680303818841e-14,3.1162835028149615e-14
10,1000.0,2.967699037358739e-14,2.6200792943445382e-14
10,1000.0,3.301923478768076e-14,3.2055024709393176e-14
10,1000.0,4.369406802452647e-14,5.172891150467233e-14
10,1000.0,2.45208030447507e-14,2.0254192717020698e-14
10,1000.0,2.369729370071732e-14,1.9686198429795635e-14
10,1000.0,4.5026791685209614e-14,4.268301474759396e-14
10,1000.0,1.2313369400106473e-14,1.2838902465810231e-14
10,1000.0,2.4761707101551606e-14,2.6486021806034924e-14
10,1000.0,2.6765356518339733e-15,3.224810909512195e-15
10,1000.0,1.5266959350310317e-14,1.636876924079256e-14
10,1000.0,1.1099232239299484e-14,1.1016523275422416e-14
10,1000.0,2.998412108680335e-14,2.8308140031128084e-14
10,1000.0,5.2307884166275575e-15,4.439642921907754e-15
10,1000.0,1.1773809178424895e-14,1.2086805892009243e-14
10,1000.0,4.272873283195006e-14,4.392195794360936e-14
10,1000.0,1.8394087154553007e-14,2.0719242535980772e-14
10,1000.0,1.2029408643049721e-14,8.00562415858686e-15
10,1000.0,1.6116523006074645e-14,1.5695703161206253e-14
10,1000.0,1.3692250527449133e-14,1.3164455177322798e-15
10,1000.0,1.1310388549385328e-14,1.0021261947485856e-14
10,1000.0,7.22140126400455e-15,9.484969997833349e-15
10,1000.0,1.225517260558844e-14,1.2004997167980558e-14
10,1000.0,7.463556341656643e-15,7.229930548228475e-15
10,1000.0,5.89318261657952e-15,4.425321680071587e-15
10,1000.0,6.8849046643822125e-15,7.925235125390908e-15
10,1000.0,4.24415043700876e-14,4.578802574750563e-14
10,1000.0,4.9154176234296e-14,5.095098810056519e-14
10,1000.0,6.327492088520945e-15,7.330246994612839e-15
10,1000.0,2.035087561302592e-14,2.1952340791774363e-14
10,1000.0,1.3029922890819385e-14,1.2112833392733582e-14
10,1000.0,5.10968010471171e-15,2.9639004262516326e-15
10,1000.0,3.064487057872009e-14,3.529699151343482e-14
10,1000.0,2.0738181559252552e-14,2.0197913737551037e-14
10,1000.0,6.335473852347321e-15,4.483431937830985e-15
10,1000.0,1.3394462353918736e-14,1.469156916159006e-14
10,1000.0,2.6154931762194122e-14,2.7675524117223616e-14
10,1000.0,3.182047163221233e-14,2.8746330543943173e-14
10,1000.0,2.706030552804983e-14,2.739487405330633e-14
10,1000.0,1.1369139127954746e-14,1.1306246587863355e-14
10,1000.0,4.548658387474627e-14,4.97163523160744e-14
10,1000.0,3.4070933998869906e-14,3.074680436136742e-14
10,1000.0,1.473099034279406e-14,1.758293260911763e-14
10,1000.0,8.036051633336802e-15,1.3054495012300977e-14
10,1000.0,1.4243127294736322e-14,1.479465390285335e-14
10,1000.0,4.338049253351078e-14,4.252904895495979e-14
10,1000.0,5.0951677561669224e-14,4.0872962807647284e-14
10,1000.0,1.4106474702502005e-14,1.6569609069187282e-14
10,1000.0,2.5515524190152226e-14,2.6345758462821635e-14
10,1000.0,2.1280285078512916e-14,2.5207001933806436e-14
10,1000.0,1.215818408652945e-14,7.592984012890577e-15
10,1000.0,2.3032887121283513e-14,1.9914442722755026e-14
10,1000.0,1.2315171107597212e-14,9.386211800892526e-15
10,1000.0,8.748670146317591e-15,7.636849664562013e-15
10,1000.0,5.1484023628858634e-14,4.2414210435681137e-14
10,1000.0,1.586352921471639e-14,1.7336977707523833e-14
10,1000.0,2.5860428511178432e-14,3.1427431260296356e-14
10,1000.0,2.878438133352233e-14,3.153428198053652e-14
10,1000.0,6.521556267325477e-15,2.368707071037794e-15
10,1000.0,5.676205631094922e-14,5.785794971014651e-14
10,1000.0,1.9396330231804564e-14,1.6091264741990426e-14
10,1000.0,2.6647665455258014e-15,5.832634613762131e-16
10,1000.0,9.321973593929371e-15,2.0467316022644732e-14
10,1000.0,2.004436878004335e-14,2.1812308522500893e-14
10,1000.0,3.5276329880246825e-14,3.5860117764714935e-14
10,1000.0,1.1540553396808791e-14,1.0818153524062908e-14
10,1000.0,3.4629349336254915e-15,2.8688042653257274e-15
10,1000.0,1.2682809978676725e-14,1.2174444682601045e-14
10,1000.0,2.1474939244916645e-14,2.1914801370273744e-14
10,1000.0,8.499480571821936e-15,6.767444564142167e-15
10,1000.0,4.820976500676399e-15,2.066924004369184e-15
10,1000.0,2.7654761913091893e-14,2.7115274020164605e-14
10,1000.0,7.86003402221958e-15,5.0294450950355845e-15
10,1000.0,6.771450370191847e-15,8.682199598864639e-15
10,1000.0,6.4158980751383444e-15,3.479092484324741e-15
10,1000.0,9.569323902668703e-15,7.938987412562764e-15
10,1000.0,1.7909793544990368e-14,2.0553343891603367e-14
10,1000.0,1.4019659678880836e-14,1.8437559040389747e-14
10,1.0e7,2.1298056232748135e-10,2.380488563175386e-10
10,1.0e7,2.0778575141335536e-10,1.6731918265461053e-10
10,1.0e7,3.0647763861428754e-10,3.307119532263684e-10
10,1.0e7,2.9599064072036423e-10,3.553171153088012e-10
10,1.0e7,4.5748437811951383e-11,6.231119933257662e-11
10,1.0e7,2.509686519256378e-10,2.0560011078747994e-10
10,1.0e7,2.9813590990445004e-10,2.97602712633116e-10
10,1.0e7,2.0996908950972282e-10,4.226252241172322e-11
10,1.0e7,3.67614373099503e-10,3.405055895231352e-10
10,1.0e7,7.755300060175799e-11,4.9967729966767875e-11
10,1.0e7,3.4000221802569046e-10,3.88564858299486e-10
10,1.0e7,2.943791126689716e-10,2.833618605370393e-10
10,1.0e7,2.1302263764503823e-10,2.2437457642986286e-10
10,1.0e7,5.403522195235122e-11,3.8642854069648116e-13
10,1.0e7,4.2485393898862595e-11,3.986578058605521e-12
10,1.0e7,8.338198198781179e-11,9.050556922160401e-11
10,1.0e7,2.575310541646073e-10,2.1406125808835667e-10
10,1.0e7,1.8402385341646752e-10,2.0557112635527703e-10
10,1.0e7,1.4171939742765417e-10,1.1645153976030018e-10
10,1.0e7,1.270507752587488e-10,1.0310663861053093e-10
10,1.0e7,8.624161186477209e-11,6.988427500570777e-11
10,1.0e7,2.717062949180982e-10,1.2912425743898337e-10
10,1.0e7,8.07317861983605e-11,2.1215228639110764e-11
10,1.0e7,7.568649244016129e-11,6.1254622732097915e-12
10,1.0e7,2.823821920395968e-10,2.845315812887782e-10
10,1.0e7,1.1023221493808519e-10,1.4528820076274272e-10
10,1.0e7,2.2972325780826697e-11,9.470305018985639e-12
10,1.0e7,8.223701949345984e-11,6.40746583014692e-12
10,1.0e7,5.473956840662343e-11,3.6250349097016756e-11
10,1.0e7,2.3058979765227095e-10,1.6185132758627244e-10
10,1.0e7,4.5718925053818424e-11,7.349310550580258e-11
10,1.0e7,1.9655135216721532e-10,2.0677148992779473e-10
10,1.0e7,2.527677823947446e-10,2.3081909004836457e-10
10,1.0e7,3.028229198419752e-11,9.281511564681226e-11
10,1.0e7,2.72742811594271e-10,2.7534553651672886e-10
10,1.0e7,2.8186608241160018e-11,7.501173313820461e-12
10,1.0e7,3.7483252625400153e-10,3.83356433831465e-10
10,1.0e7,4.395179578797811e-11,9.830999870094136e-13
10,1.0e7,3.603201486479165e-11,2.897003432855969e-11
10,1.0e7,1.9722659748891484e-10,3.0166867709098587e-10
10,1.0e7,2.636677266129882e-10,2.925212769667849e-10
10,1.0e7,2.218802748355217e-10,1.6993533676368737e-10
10,1.0e7,2.0218680922917857e-10,2.049953433804399e-10
10,1.0e7,3.831746991587646e-11,2.8406703969931473e-11
10,1.0e7,2.273685804095035e-10,2.0524019418474795e-10
10,1.0e7,3.513491844010272e-10,3.353646030514575e-10
10,1.0e7,2.9512518298889294e-10,2.937600855655252e-10
10,1.0e7,2.985454971498238e-10,2.955487015634119e-10
10,1.0e7,1.0901560386163881e-10,7.845935066453971e-11
10,1.0e7,8.798486102063746e-11,6.325833769190402e-11
10,1.0e7,1.4342823096638954e-10,1.3054782188336715e-10
10,1.0e7,4.2483178867613763e-10,4.2148962928890764e-10
10,1.0e7,1.2847262759401344e-10,9.317075067974057e-11
10,1.0e7,7.484371989217193e-11,1.8285053485469513e-11
10,1.0e7,7.878239844201748e-11,8.057687506482495e-11
10,1.0e7,1.5121138883643453e-10,4.823857256475597e-12
10,1.0e7,3.5724186650733075e-11,3.0497335289741766e-11
10,1.0e7,7.746109113426453e-11,1.0872852843637569e-10
10,1.0e7,2.9680603591641655e-10,2.593756163762593e-10
10,1.0e7,3.933942340945023e-10,3.493248370487021e-10
10,1.0e7,2.4263324573990163e-10,2.3370651988186426e-10
10,1.0e7,1.702491076459168e-10,1.789283175805722e-10
10,1.0e7,1.267491567287774e-10,1.0975637628223713e-10
10,1.0e7,3.7140850650364714e-11,4.3549419817718165e-11
10,1.0e7,2.7345316091590466e-10,2.543558312525258e-10
10,1.0e7,5.5370209290394546e-11,4.820848185212276e-12
10,1.0e7,3.725911044894818e-10,3.3317163132532203e-10
10,1.0e7,2.2418645998627558e-10,1.977937652405329e-10
10,1.0e7,6.561162584085275e-11,4.332684189189183e-11
10,1.0e7,2.6962847449408756e-10,2.2193139818510014e-10
10,1.0e7,4.971731449066535e-11,3.2631663166807735e-11
10,1.0e7,2.2170276618383846e-10,2.414581546420485e-10
10,1.0e7,1.8160307220196438e-10,1.9802983191168045e-10
10,1.0e7,9.013350893023652e-11,1.0480800356011388e-10
10,1.0e7,3.4340893776781216e-10,3.51693365417871e-10
10,1.0e7,2.2583028058535836e-10,1.9112827911505406e-10
10,1.0e7,4.675964001661258e-11,3.006933202984895e-11
10,1.0e7,2.698861470466274e-11,3.193953081539007e-11
10,1.0e7,3.8066148789885705e-10,4.2046857672764065e-10
10,1.0e7,3.1097754049514974e-10,3.221312986631229e-10
10,1.0e7,1.1127515946451959e-10,1.4356011990170996e-10
10,1.0e7,1.655852744751478e-10,9.716093931831716e-11
10,1.0e7,1.5606419779954072e-10,7.250752102961024e-11
10,1.0e7,4.227380006395246e-10,4.3424248574775535e-10
10,1.0e7,1.7504355117943598e-10,1.9732795208617132e-10
10,1.0e7,5.938890719669547e-11,9.088156452443244e-11
10,1.0e7,3.17752364171472e-10,2.762500571488105e-10
10,1.0e7,3.085226972217389e-10,2.4711668057787336e-10
10,1.0e7,3.8511712043765665e-11,3.7609441909003445e-11
10,1.0e7,7.416338266204298e-11,3.1691783251578757e-13
10,1.0e7,3.634393038423453e-10,4.041003640986879e-10
10,1.0e7,6.031944729547795e-10,6.321125711452046e-10
10,1.0e7,2.4552602265507144e-10,1.8306237818581897e-10
10,1.0e7,2.2641056581318136e-10,1.8163205315680316e-10
10,1.0e7,9.197129142129047e-11,5.611679384147287e-11
10,1.0e7,1.2860931685749792e-10,1.3484949160063363e-10
10,1.0e7,1.2475947692021695e-10,8.060199751230249e-11
10,1.0e7,4.4426869169044767e-11,2.6157230596312685e-11
10,1.0e7,3.7820055569686265e-11,5.318622633535784e-11
10,1.0e7,1.5730638448090218e-10,1.6544846722960467e-10
10,1.0e7,3.549301690448452e-10,4.349014274767247e-10
10,1.0e7,1.2922378793878989e-10,1.468602950110831e-10
10,1.0e7,2.7391419058329514e-10,3.250783647270703e-10
10,1.0e7,3.6564379415739963e-11,1.6401705366832835e-11
10,1.0e7,9.241612533274411e-11,8.612329460081579e-11
10,1.0e7,1.6384980634057677e-10,1.447257040622645e-10
10,1.0e7,7.105630493460915e-11,2.2077269398356205e-11
10,1.0e7,4.773676408313574e-10,4.819151679410775e-10
10,1.0e7,1.0073413315670208e-10,8.090946045628793e-11
10,1.0e7,1.9846339207938364e-10,2.1101257867257942e-10
10,1.0e7,6.794984796158197e-11,5.620757554367938e-11
10,1.0e7,2.822693283563754e-10,2.151284720033898e-10
10,1.0e7,3.476331510774148e-11,2.0085998978413047e-11
10,1.0e7,2.1428020522452925e-10,2.5258526207979167e-10
10,1.0e7,8.817006809180259e-11,8.151833597122027e-11
10,1.0e7,1.301281143067461e-10,1.667666505112983e-10
10,1.0e7,1.511067957722932e-10,1.3615419418110612e-10
10,1.0e7,2.763569879737192e-10,1.6509771801227584e-10
10,1.0e7,8.018922406865688e-11,4.760918518665247e-12
10,1.0e7,1.2141906732852555e-10,1.432297216795316e-10
10,1.0e7,2.0036030774213827e-10,2.178894824644841e-10
10,1.0e7,2.2445967937134438e-11,1.3101962361623328e-11
10,1.0e7,1.9111716094462232e-10,2.342361007872588e-10
10,1.0e7,2.0022604462688398e-10,1.4241878413231789e-10
10,1.0e7,2.519936700605373e-10,2.3648120744945895e-10
10,1.0e7,9.054364944353047e-11,7.669682334182556e-11
10,1.0e7,3.881046404677809e-11,2.948418283588006e-12
10,1.0e7,1.6488616355410906e-10,1.0226013039093316e-10
10,1.0e7,3.7479976042166726e-10,3.8706810060601e-10
10,1.0e7,8.79136638441772e-11,1.3268879069204975e-10
10,1.0e7,2.447274288511339e-10,2.990768912779066e-10
10,1.0e7,8.461863054013934e-11,6.527386850156304e-11
10,1.0e7,3.327874021290511e-11,2.5735033276987747e-11
10,1.0e7,1.341775821911166e-10,1.268907960882303e-10
10,1.0e7,1.846532261267383e-10,1.9251755256989762e-10
10,1.0e7,4.0234499025511416e-10,4.3445665662052086e-10
10,1.0e7,7.958787025872694e-11,3.6364732359177844e-11
10,1.0e7,1.8330673956050642e-10,1.209393816566709e-10
10,1.0e7,5.100699961558309e-11,3.206949595019438e-11
10,1.0e7,2.834287697178656e-10,2.859623438823918e-10
10,1.0e7,3.54463937235592e-10,3.353966950008546e-10
10,1.0e7,3.511914374551274e-10,3.9248399894698244e-10
10,1.0e7,5.27430644081109e-10,5.164935002420731e-10
10,1.0e7,1.1463361724426886e-10,1.1042223358560729e-10
10,1.0e7,3.370886478653312e-10,3.473860998066947e-10
10,1.0e7,3.857123633258375e-10,4.235244327056562e-10
10,1.0e7,5.020811508541173e-11,3.905069300701493e-11
10,1.0e7,4.997832138151466e-11,2.5820849479992094e-11
10,1.0e7,1.579762945075147e-10,1.7872279031576482e-10
10,1.0e7,7.295382706601583e-11,9.714791924905399e-11
10,1.0e7,1.1811757157595847e-10,1.1747586643434843e-10
10,1.0e7,1.4370040211628654e-10,1.0974163322200856e-10
10,1.0e7,4.15407976298326e-10,3.6896404006163446e-10
10,1.0e7,9.366363598807449e-11,1.299222358565355e-10
10,1.0e7,1.4850065951196201e-10,1.3993176164884645e-10
10,1.0e7,1.4981420987062118e-10,1.6944014433574841e-10
10,1.0e7,1.3705526060657678e-10,1.4562347758028464e-10
10,1.0e7,3.819938568930841e-11,4.193287301213908e-11
10,1.0e7,2.1067308817089648e-10,2.0307563579807642e-10
10,1.0e7,1.3833771316270436e-10,1.2894685028372257e-10
10,1.0e7,5.02097202925353e-11,6.176553415721533e-11
10,1.0e7,2.0154846292947498e-10,1.3411769434085636e-10
10,1.0e7,9.132336917053881e-11,1.2315955845312962e-10
10,1.0e7,5.278687798864907e-10,5.307018669274725e-10
10,1.0e7,6.287983911390502e-11,5.2922294967462266e-11
10,1.0e7,1.874218453398501e-10,2.0293771055758638e-10
10,1.0e7,1.1440188249896384e-10,5.213996027363348e-11
10,1.0e7,5.063583401077266e-10,4.570044067691652e-10
10,1.0e7,2.7802026463548687e-10,2.1733794465386975e-10
10,1.0e7,6.355879140195216e-10,6.611323855338959e-10
10,1.0e7,1.931088507768505e-10,1.7223490653611086e-10
10,1.0e7,2.4392612705908236e-10,2.6259266605998894e-10
10,1.0e7,1.0898139771408964e-10,1.2477784301219007e-10
10,1.0e7,1.243564958078099e-10,8.256795390035798e-11
10,1.0e7,9.230284177761409e-11,1.2614762102305444e-10
10,1.0e7,3.2054938764672794e-10,3.298661732547628e-10
10,1.0e7,2.3555223787767814e-11,8.762442215166134e-12
10,1.0e7,1.7257470467315876e-10,1.6204409993209667e-10
10,1.0e7,1.133634957996736e-10,1.2271030732921526e-10
10,1.0e7,7.034739430352582e-11,4.746973860293163e-11
10,1.0e7,6.627246726500837e-11,7.287844834049597e-11
10,1.0e7,3.124879547372736e-10,3.0866634131600156e-10
10,1.0e7,2.991958806065564e-10,2.2380156838371636e-10
10,1.0e7,2.8726502058867345e-10,3.245340774752057e-10
10,1.0e7,4.1703218894893064e-10,3.8604682228726423e-10
10,1.0e7,2.9525438283032995e-10,3.2391509928319335e-10
10,1.0e7,3.279085678092972e-10,4.602872388908397e-10
10,1.0e7,2.32130136114769e-10,2.796118030703596e-10
10,1.0e7,1.3519395763423518e-10,1.1445233279110325e-10
10,1.0e7,2.808942313489271e-10,2.667542857223363e-10
10,1.0e7,1.0526207895260119e-10,1.0827365852362838e-10
10,1.0e7,3.3439759779781715e-11,3.0707816965802185e-11
10,1.0e7,1.3337176157455736e-10,1.2174506514801118e-10
10,1.0e7,1.820000512353223e-10,2.0528541942785167e-10
10,1.0e7,1.8009770104363674e-10,1.414254518886969e-10
10,1.0e7,2.922416310670706e-10,2.791956975285887e-10
10,1.0e7,2.084170475117783e-10,2.246077514419208e-10
10,1.0e7,3.906493665871727e-10,3.7498722896649297e-10
10,1.0e7,1.8104776795771465e-10,1.6337742833543996e-10
10,1.0e7,6.519277503871085e-10,6.030935486338635e-10
10,1.0e7,1.9080865464398854e-10,1.6818804424818502e-10
10,1.0e7,6.035639101299959e-11,1.908905162678796e-12
10,1.0e7,6.395468425335904e-10,6.001445477543391e-10
10,1.0e7,4.122918399064855e-11,4.389606514219934e-11
10,1.0e7,2.9079701826621515e-10,3.137619507134295e-10
10,1.0e7,8.741170356497363e-11,7.318153604969474e-11
10,1.0e7,1.9020124858867874e-10,1.829624466824416e-10
10,1.0e7,4.349122360097646e-10,4.314011479207487e-10
10,1.0e7,1.8444900911237963e-10,1.5785371355860894e-10
10,1.0e7,9.118405057093722e-11,7.490373462614355e-11
10,1.0e7,9.23319314211115e-11,9.685181418478517e-12
10,1.0e7,6.557179088487999e-11,5.3246049220478695e-11
10,1.0e7,6.243424715485353e-10,6.383882279848874e-10
10,1.0e7,1.7917504648729346e-10,1.4390182607239247e-10
10,1.0e7,2.1515043154581195e-10,1.9515188115395171e-10
10,1.0e7,5.800581801663014e-10,5.3551541854669e-10
10,1.0e7,3.0378462408875704e-10,2.8077212186487035e-10
10,1.0e7,5.757794455472755e-11,9.026665721982467e-11
10,1.0e7,4.196017721442181e-11,2.661088562938247e-13
10,1.0e7,4.326934858928514e-11,8.179804034213736e-11
10,1.0e7,5.211545415000545e-10,5.308244634599723e-10
10,1.0e7,1.9873218207509577e-10,1.8208445642677843e-10
10,1.0e7,1.778230370619257e-10,1.812171471225257e-10
10,1.0e7,3.69205872367025e-10,3.75044702529072e-10
10,1.0e7,5.182341086128585e-10,5.367618683452075e-10
10,1.0e7,1.0938705284063303e-10,1.0026236397751112e-10
10,1.0e7,1.1519651394242208e-10,1.431829188978401e-10
10,1.0e7,3.6203483422027965e-11,3.4454552035063784e-11
10,1.0e7,5.222358940969782e-10,5.240425092307957e-10
10,1.0e7,1.211465445098795e-10,6.066720863915432e-11
10,1.0e7,1.6103926814861976e-10,1.9309481502139624e-10
10,1.0e7,2.6717743496454094e-10,2.492584036594689e-10
10,1.0e7,1.246412027143584e-10,1.4445172037770655e-10
10,1.0e7,1.0704422763067108e-10,1.0849546288392801e-10
10,1.0e7,1.0310317240319856e-10,3.376676425340916e-11
10,1.0e7,5.2864227238372556e-11,6.948074119127303e-11
10,1.0e7,6.561209517144279e-11,1.9854894882141978e-11
10,1.0e7,2.2770179210412058e-10,2.5523866266535566e-10
10,1.0e7,1.7198693929885952e-10,1.782222079978062e-10
10,1.0e7,2.717693021715064e-11,3.904744475681345e-11
10,1.0e7,4.145575749698548e-10,4.181137865597187e-10
10,1.0e7,8.42377376466116e-11,1.1330277574034352e-10
10,1.0e7,1.857840397818596e-10,1.5788502191825798e-10
10,1.0e7,3.2888166460316986e-11,4.155811340570567e-11
10,1.0e7,9.021900206784365e-11,5.825701227910247e-11
10,1.0e7,7.29948594370443e-11,4.772976434852951e-13
10,1.0e7,5.420026073883927e-10,5.363864376663427e-10
10,1.0e7,7.541022297772284e-11,5.945794925980626e-11
10,1.0e7,6.520335983997464e-11,1.8739906799888963e-11
10,1.0e7,9.565807885282092e-11,1.1452030330893089e-10
10,1.0e7,1.7294435794494073e-10,1.3626898806580692e-10
10,1.0e7,3.261396647849993e-10,2.845544857787483e-10
10,1.0e7,5.3121855689221845e-11,9.291094635584172e-12
10,1.0e7,2.2742577036982466e-10,1.9145152057086334e-10
10,1.0e7,2.154206277148438e-10,1.657461266187511e-10
10,1.0e7,3.472087744499182e-10,3.006304897419065e-10
10,1.0e7,2.4799763048709054e-10,2.5654279302872765e-10
10,1.0e7,7.402552897299672e-10,7.368032511649475e-10
10,1.0e7,6.746223144315375e-11,9.392020213173438e-11
10,1.0e7,1.562189207663568e-10,1.489744987134254e-10
10,1.0e7,1.3110771613042837e-10,2.1339939756460434e-10
10,1.0e7,7.966184389343554e-11,6.12635713073897e-11
10,1.0e7,5.7953989089544065e-11,1.6673059258596923e-11
10,1.0e7,4.6183675047100665e-10,5.067312482927667e-10
10,1.0e7,6.883127685147717e-11,1.3087955509322325e-10
10,1.0e7,1.9014862857497518e-10,1.8817289202305592e-10
10,1.0e7,5.159846927454792e-11,7.940668555306737e-11
10,1.0e7,1.6009188377477243e-10,2.1473221808224002e-10
10,1.0e7,9.675095111131676e-11,1.0085069733357316e-10
10,1.0e7,7.180816576598725e-11,3.938495783172459e-11
10,1.0e7,1.9199436943627218e-10,1.7584143042962918e-10
10,1.0e7,2.0052841454316381e-10,1.398792231296816e-10
10,1.0e7,3.2754877628944925e-11,8.225311645201503e-12
10,1.0e7,4.17068251207535e-10,3.854555225568296e-10
10,1.0e7,5.4383085305216373e-11,8.845490756841658e-11
10,1.0e7,2.6923586082653454e-10,2.6709267130269636e-10
10,1.0e7,1.2804113748031944e-10,1.5106455428636892e-10
10,1.0e7,1.8857724859640557e-10,1.1417389400681505e-10
10,1.0e7,2.3054629107368456e-10,2.751820661596798e-10
10,1.0e7,1.49440163723689e-10,2.626114594055339e-10
10,1.0e7,3.9318202894175834e-11,1.2824207704269538e-11
10,1.0e7,5.041673097052489e-10,5.1877362482274e-10
10,1.0e7,1.8489044248369914e-10,2.5363955811409703e-10
10,1.0e7,4.753333699067627e-10,5.75891620177112e-10
10,1.0e7,1.2865413078169373e-10,6.78559242082692e-11
10,1.0e7,1.1677167975157402e-10,1.0245679999525774e-10
10,1.0e7,1.9354396005039877e-10,1.8524527160421162e-10
10,1.0e7,8.385427406614737e-11,7.327795589266714e-11
10,1.0e7,3.1349749763449096e-10,2.973684491313006e-10
10,1.0e7,2.213833869490349e-10,2.0657463590108076e-10
10,1.0e7,2.2827224255446562e-10,2.3217161499758132e-10
10,1.0e7,1.7272186311588908e-10,1.2395270178425262e-10
10,1.0e7,7.475397684917668e-11,6.348903729440219e-11
10,1.0e7,8.410492120419679e-11,5.2565477462736634e-11
10,1.0e7,2.109242018508297e-10,2.2035569427703487e-10
10,1.0e7,2.0374312421574644e-10,1.54696696391283e-10
10,1.0e7,1.1356351595054457e-10,1.5833269322976793e-10
10,1.0e7,3.479531201436325e-10,3.548887882060141e-10
10,1.0e7,2.2396267404121676e-10,1.9510812955665997e-10
10,1.0e7,2.0181541868341684e-10,1.9991269096782673e-10
10,1.0e7,1.7795505360598839e-10,2.0273522465726724e-10
10,1.0e7,3.313242880208531e-10,2.76747876160441e-10
10,1.0e7,2.036018687363036e-11,4.697147736105113e-12
10,1.0e7,1.6747602082452358e-10,2.2458991963691073e-10
10,1.0e7,1.373338458750126e-10,1.244851152441588e-10
10,1.0e7,3.3117776755856337e-10,3.150662083324069e-10
10,1.0e7,2.4762304760102186e-10,2.1816176657216993e-10
10,1.0e7,2.919856704242612e-10,3.2007020449077226e-10
10,1.0e7,3.0652627793354504e-10,3.3631960577461595e-10
10,1.0e7,2.064976545852513e-10,2.1756656848125943e-10
10,1.0e7,8.842408492317597e-11,3.459716630691367e-11
10,1.0e7,6.804462964478883e-11,7.69126044216125e-11
10,1.0e7,2.8924109606211263e-11,7.057300322778409e-13
10,1.0e7,1.852892672526104e-10,1.7716250813599662e-10
10,1.0e7,9.318734302566152e-11,6.699645907048442e-12
10,1.0e7,7.045796791282533e-11,1.5262657273192899e-10
10,1.0e7,3.120480646670317e-10,3.2752880060701986e-10
10,1.0e7,1.3619351264039515e-10,5.855027490487423e-11
10,1.0e7,2.351925381535037e-10,1.9641907938529933e-10
10,1.0e7,3.5942137115382714e-10,3.599754316991824e-10
10,1.0e7,2.332226113380393e-10,2.51204465100515e-10
10,1.0e7,1.8508876097257742e-10,1.7181798744538508e-10
10,1.0e7,1.4756241320589143e-10,1.0041275025799044e-10
10,1.0e7,1.8552690865176748e-10,2.10540029659442e-10
10,1.0e7,2.6553508411502756e-10,2.7623071052211035e-10
10,1.0e7,9.643369341504138e-11,6.550686697016432e-11
10,1.0e7,1.6322403603043612e-10,1.814885680906645e-10
10,1.0e7,3.0591341992618826e-10,3.1865818112256445e-10
10,1.0e7,1.8263535813455786e-10,1.7886651004585508e-10
10,1.0e7,3.157041193011104e-10,3.5041571195067685e-10
10,1.0e7,4.514335413564443e-10,4.492165350183782e-10
10,1.0e7,3.6710364712612534e-10,3.7034603488797497e-10
10,1.0e7,1.1053191463522637e-10,5.984443931846898e-11
10,1.0e7,9.687045685301623e-11,9.986980876820166e-11
10,1.0e7,5.2100858096895734e-11,9.938700400090623e-13
10,1.0e7,2.1075182280599355e-10,1.907980957050165e-10
10,1.0e7,4.329904685673083e-10,4.1149946567618993e-10
10,1.0e7,4.119228882849149e-11,6.818526461325257e-11
10,1.0e7,1.6046052965602034e-10,1.3105931435445727e-10
10,1.0e7,2.6708028953690743e-11,4.943418277568036e-11
10,1.0e7,7.150762251474226e-11,7.448209657815517e-11
10,1.0e7,1.2030697211916812e-10,3.73288525477212e-11
10,1.0e7,1.0358730741565719e-10,8.486878380527448e-11
10,1.0e7,2.4434135410540022e-11,2.4099750759993466e-11
10,1.0e7,4.2782339244876665e-10,4.0653546404916533e-10
10,1.0e7,1.7691420206075913e-10,1.5454124861948074e-10
10,1.0e7,2.19363393624699e-10,2.4809431778349937e-10
10,1.0e7,1.4205214419495834e-10,1.0253507102151774e-10
10,1.0e7,7.664456416202344e-11,6.560051170527562e-11
10,1.0e7,6.41311396115044e-11,4.257733149448739e-11
10,1.0e7,1.2119187921635672e-10,1.2826975919658408e-10
10,1.0e7,4.17395458812915e-10,3.958661234640918e-10
10,1.0e7,1.0046250614948963e-10,6.083032311262883e-11
10,1.0e7,3.8065342558246257e-10,3.9651224645503467e-10
10,1.0e7,4.967808695418732e-10,4.591188004432555e-10
10,1.0e7,3.1552612897570124e-10,5.21276590856365e-10
